INSTNM,PREDDEG,ADM_RATE,NPT4_048_PUB,NPT4_048_PRIV,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Argosy University-Tampa,3,NULL,NULL,NULL,NULL,0.6145,NULL,0.6265,19.4,14323,36072,38200
The Illinois Institute of Art-Schaumburg,3,NULL,NULL,23128,30219,0.5162,0.4277,0.8437,18.9,27666.5,44233.5,34900
The Art Institute of Phoenix,3,NULL,NULL,25152,30617,0.6631,0.3631,0.8232,24.6,21599,24284,25200
Colorado Technical University-Greenwood Village,3,NULL,NULL,15880,22236,0.5347,0.1509,0.7314,19.4,35500,29262,44100
Strayer University-Maryland,3,NULL,NULL,28626,32554,0.4449,0.2308,0.6459,14.9,39499.5,NULL,51700
San Juan Bautista School of Medicine,3,NULL,NULL,3861,9411,0.6875,NULL,0.625,10.4,NULL,NULL,NULL
Texas Health and Science University,3,NULL,NULL,NULL,NULL,0.7778,NULL,0.8889,9,NULL,NULL,NULL
New Hampshire Institute of Art,3,NULL,NULL,19662,32784,0.3757,0.7841,0.8324,12.6,27000,64839,NULL
Yeshiva of the Telshe Alumni,3,1,NULL,8800,18000,0.433,0.0385,0,0,NULL,35839,NULL
University of Phoenix-Western Washington Campus,3,NULL,NULL,19365,24058,0.4808,0.2206,0.6518,19,35500,35946.5,53400
University of Phoenix-Central Florida Campus,3,NULL,NULL,18742,24333,0.6519,0.2796,0.6528,19,35500,35946.5,53400
University of Phoenix-Oregon Campus,3,NULL,NULL,18606,24184,0.669,0.2083,0.7429,19,35500,35946.5,53400
The Art Institute of California-Argosy University Los Angeles,3,NULL,NULL,25820,33399,0.6352,0.259,0.8163,19.4,14323,37488,38200
American University of Health Sciences,3,0.5,NULL,28199,29966,0.5061,0.8919,0.8259,10.9,31997,19518,36800
Western Governors University,3,NULL,NULL,12184,14470,0.4196,0.2418,0.6445,6.6,16667,41690,38800
Florida Gulf Coast University,3,0.6579,11494,NULL,18097,0.3467,0.4416,0.4679,6.3,18500,46981,41200
National Labor College,3,NULL,NULL,NULL,NULL,0.1521,NULL,0.3172,NULL,25000,NULL,NULL
Michigan Jewish Institute,3,0.981,NULL,9764,15022,0.9764,0.1176,0.0036,6.6,NULL,27033,18400
Yeshiva College of the Nations Capital,3,NULL,NULL,NULL,17700,0.0444,1,0,0,NULL,NULL,NULL
University of Phoenix-South Florida Campus,3,NULL,NULL,18909,23898,0.554,0.2034,0.6478,19,35500,35946.5,53400
University of Phoenix-North Florida Campus,3,NULL,NULL,18883,24315,0.5222,0.2,0.4896,19,35500,35946.5,53400
University of Phoenix-West Florida Campus,3,NULL,NULL,19389,24152,0.5511,0.1698,0.5885,19,35500,35946.5,53400
University of Phoenix-Maryland Campus,3,NULL,NULL,18287,23434,0.4102,0.1522,0.5103,19,35500,35946.5,53400
University of Phoenix-Oklahoma City Campus,3,NULL,NULL,17403,23037,0.7351,0.2026,0.7108,19,35500,35946.5,53400
University of Phoenix-Tulsa Campus,3,NULL,NULL,20394,23434,0.6877,0.1385,0.7115,19,35500,35946.5,53400
Louisiana State University Health Sciences Center-Shreveport,3,NULL,NULL,NULL,NULL,0.2,NULL,0.44,0.4,25205,20037,NULL
Argosy University-Phoenix,3,NULL,NULL,18252,22793,0.6492,NULL,0.7068,19.4,14323,36072,38200
Argosy University-Orange County,3,NULL,NULL,20925,25763,0.5546,NULL,0.6849,19.4,14323,36072,38200
International Baptist College and Seminary,3,NULL,NULL,16887,24192,0.5556,0.5556,0.2407,6,NULL,32484,NULL
University of Connecticut-Tri-Campus,3,0.4207,5846,NULL,13099,0.3402,0.5029,0.4705,3.8,21500,86510,53900
University of Connecticut-Avery Point,3,0.594,6271,NULL,12946,0.2588,0.4796,0.4771,3.8,21500,86510,53900
University of Connecticut-Stamford,3,0.4107,6021,NULL,13028,0.3094,0.6243,0.3653,3.8,21500,86510,53900
University of Management and Technology,3,NULL,NULL,15862,17250,0.0617,NULL,0.0504,0,6875,NULL,NULL
Linfield College-School of Nursing,3,NULL,NULL,NULL,NULL,0.3043,NULL,0.8338,3.3,25000,65697,51300
Westwood College-Anaheim,3,NULL,NULL,21162,27364,0.7884,0.4641,0.8367,16,38747.5,30932.5,35000
University of Phoenix-Southern Colorado Campus,3,NULL,NULL,17959,23434,0.4711,0.0882,0.4314,19,35500,35946.5,53400
University of Phoenix-West Michigan Campus,3,NULL,NULL,18929,24448,0.79,0.1458,0.7568,19,35500,35946.5,53400
American InterContinental University-Atlanta,3,NULL,NULL,17717,23799,0.8044,0.2066,0.9089,20.9,35500,28370,43000
American InterContinental University-South Florida,3,NULL,NULL,16932,24664,0.635,0.2,0.8638,20.9,35500,28370,43000
University of Phoenix-Philadelphia Campus,3,NULL,NULL,17631,23072,0.681,0.0714,0.6671,19,35500,35946.5,53400
University of Phoenix-Pittsburgh Campus,3,NULL,NULL,18772,23434,0.5664,0.3333,0.6814,19,35500,35946.5,53400
Midwest College of Oriental Medicine-Chicago,3,NULL,NULL,NULL,NULL,0.1351,NULL,0.4595,9,17273.5,NULL,NULL
Argosy University-Seattle,3,NULL,NULL,21662,26519,0.5631,NULL,0.6214,19.4,14323,36072,38200
University of Phoenix-St Louis Campus,3,NULL,NULL,20169,25521,0.7554,0.0339,0.7325,19,35500,35946.5,53400
University of Phoenix-Cleveland Campus,3,NULL,NULL,19686,25594,0.6519,0.2326,0.716,19,35500,35946.5,53400
Atlantic Institute of Oriental Medicine,3,NULL,NULL,NULL,NULL,0,NULL,0.7778,2.6,NULL,NULL,NULL
Crossroads Bible College,3,NULL,NULL,15495,19050,0.7626,0.7222,0.7626,18.3,26950.5,36250,26800
King's University,3,0.8587,NULL,16473,19304,0.4778,0.1,0.6556,4.2,NULL,39159.5,34700
Pacific Islands University,3,0.8929,NULL,15289,19456,0.8,0.9355,0,0,NULL,0,NULL
Westwood College-River Oaks,3,NULL,NULL,25019,28458,0.8814,0.5573,0.8686,21.1,37655.5,17602.5,32200
The Art Institute of Washington,3,NULL,NULL,23483,29840,0.5517,0.2453,0.781,22.3,29771,40181.5,31600
Marlboro College-Graduate School,3,NULL,NULL,NULL,NULL,0.25,NULL,0.5625,5.4,26250,69907,25900
University of Phoenix-Boston Campus,3,NULL,NULL,20584,23434,0.3255,0.0714,0.3725,19,35500,35946.5,53400
University of Phoenix-Dallas Campus,3,NULL,NULL,18909,24294,0.5636,0.2157,0.6006,19,35500,35946.5,53400
University of Phoenix-Houston Campus,3,NULL,NULL,18971,24179,0.6072,0.1728,0.6601,19,35500,35946.5,53400
University of Phoenix-Milwaukee Campus,3,NULL,NULL,19791,24282,0.6973,0.1875,0.737,19,35500,35946.5,53400
University of Phoenix-Idaho Campus,3,NULL,NULL,19219,24034,0.6822,0.2262,0.6699,19,35500,35946.5,53400
Westwood College-Inland Empire,3,NULL,NULL,22329,28403,0.8333,0.3287,0.7995,16,38747.5,30932.5,35000
National American University-Ellsworth AFB Extension,3,NULL,NULL,NULL,NULL,0.1165,0,0.0763,21.4,34486,29341.5,37800
Pillar College,3,NULL,NULL,13020,26171,0.6472,0.3333,0.7417,6.7,25000,31692,NULL
Oregon State University-Cascades Campus,3,NULL,NULL,NULL,NULL,0.5296,NULL,0.5812,5,23166,54955,46400
International Academy of Design and Technology-Orlando,3,NULL,NULL,15185,20648,0.7826,0.2719,0.8957,26.6,29375,32306,27800
San Diego State University-Imperial Valley Campus,3,0.607,NULL,NULL,NULL,NULL,NULL,NULL,5.2,16460,37534,48700
National Graduate School of Quality Management,3,NULL,NULL,NULL,NULL,0,NULL,0.1529,3.5,12500,NULL,NULL
Apex School of Theology,3,NULL,NULL,9230,10705,0.8929,0.8,0.9341,12.6,NULL,29287.5,NULL
Yeshiva Shaarei Torah of Rockland,3,1,NULL,18750,26750,0.5593,NULL,0,0,NULL,20349,NULL
Universidad Pentecostal Mizpa,3,NULL,NULL,5900,10933,0.7412,0.1429,0,0,NULL,15530,NULL
Nevada State College,3,0.5037,9918,NULL,16547,0.3299,0.1379,0.4025,6.9,24756,45534,NULL
California State University-Channel Islands,3,0.6443,11089,NULL,22570,0.3959,0.5156,0.4151,5,16000,32103,NULL
The Art Institute of California-Argosy University Orange County,3,NULL,NULL,24376,32068,0.6271,0.363,0.8344,19.4,14323,37488,38200
Franklin W Olin College of Engineering,3,0.1685,NULL,4077,59275,0.0673,0.9863,0.2778,0,19500,NULL,NULL
University of Phoenix-Kansas City Campus,3,NULL,NULL,19041,24514,0.7193,0.1875,0.7132,19,35500,35946.5,53400
University of Phoenix-Atlanta Campus,3,NULL,NULL,17525,22715,0.6908,0.1598,0.6961,19,35500,35946.5,53400
University of Phoenix-Chicago Campus,3,NULL,NULL,18989,24383,0.6263,0.1336,0.6922,19,35500,35946.5,53400
University of Phoenix-Nashville Campus,3,NULL,NULL,18041,23234,0.6964,0.1765,0.7046,19,35500,35946.5,53400
University of Phoenix-Northern Virginia Campus,3,NULL,NULL,19752,22347,0.2182,0.2,0.3682,19,35500,35946.5,53400
Argosy University-Dallas,3,NULL,NULL,21090,24365,0.6386,NULL,0.6988,19.4,14323,36072,38200
Grantham University,3,NULL,NULL,10553,15252,0.1975,NULL,0.1936,0,13554,NULL,NULL
University of the Potomac-VA Campus,3,NULL,NULL,14562,17800,0.3158,NULL,0.4211,15.7,30500,30368,65400
Ottawa University-Jeffersonville,3,NULL,NULL,NULL,NULL,0.514,NULL,0.5794,8.7,25000,45681,40700
Birthingway College of Midwifery,3,NULL,NULL,NULL,NULL,0.4111,NULL,0.6444,5.2,39772,24222,NULL
Faith Evangelical College & Seminary,3,NULL,NULL,21676,23595,0.403,0.8333,0.3209,5.5,15451.5,38750.5,NULL
Family of Faith College,3,0.6667,NULL,NULL,21795,0.6,1,0.25,6.2,NULL,27744.5,NULL
West Coast University-Los Angeles,3,0.5444,NULL,35368,41318,0.4249,NULL,0.7646,1.9,33832,48729,NULL
Williamson Christian College,3,NULL,NULL,14011,20737,0.4805,0,0.4156,2,NULL,50178,NULL
DigiPen Institute of Technology,3,0.6635,NULL,30905,37848,0.2866,0.5422,0.5888,1.3,27000,68233,NULL
University of Phoenix-Charlotte Campus,3,NULL,NULL,17871,23434,0.7108,0.1463,0.6979,19,35500,35946.5,53400
University of Phoenix-Indianapolis Campus,3,NULL,NULL,18488,23692,0.7205,0.0851,0.7458,19,35500,35946.5,53400
Westwood College-Chicago Loop,3,NULL,NULL,24780,28900,0.8657,0.3457,0.8574,21.1,37655.5,17602.5,32200
Strayer University-Tennessee,3,NULL,NULL,29716,32554,0.7389,0,0.8809,14.9,39499.5,NULL,51700
Strayer University-Pennsylvania,3,NULL,NULL,20350,32554,0.6256,0.25,0.7895,14.9,39499.5,NULL,51700
University of Phoenix-Columbus Georgia Campus,3,NULL,NULL,18390,23814,0.7547,0.1835,0.6937,19,35500,35946.5,53400
University of Phoenix-Memphis Campus,3,NULL,NULL,18206,23827,0.7929,0.1713,0.7921,19,35500,35946.5,53400
University of Phoenix-Little Rock Campus,3,NULL,NULL,17945,23331,0.7538,0.1702,0.7209,19,35500,35946.5,53400
National University College-Rio Grande,3,0.835,NULL,9086,14101,0.8301,0.2154,0.4458,11.4,7533,0,16700
Northcentral University,3,NULL,NULL,NULL,NULL,0.304,NULL,0.3283,7,15625,NULL,NULL
Colorado Technical University-Online,3,NULL,NULL,16956,22041,0.6782,0.2015,0.8923,19.4,35500,29262,44100
Baptist University of the Americas,3,NULL,NULL,8729,14542,0.398,0.2941,0,19,NULL,20646,NULL
Beis Medrash Heichal Dovid,3,1,NULL,8552,16000,0.2703,0.1,0,0,NULL,26170,NULL
Jones International University,3,NULL,NULL,15575,20576,0.697,0.2,0.8152,19.9,32926,46525.5,NULL
New Life Theological Seminary,3,NULL,NULL,22077,24685,0.6168,0.4,0.8224,17.9,NULL,30559,NULL
The Art Institute of Tucson,3,NULL,NULL,24761,29827,0.6995,0,0.8372,24.6,21599,18613,25200
Flagler College-Tallahassee,3,NULL,NULL,NULL,NULL,0.653,NULL,0.637,6,23638,61140,37200
American InterContinental University-Online,3,NULL,NULL,17193,22497,0.6983,0.3122,0.896,20.9,35500,28370,43000
Westwood College-Atlanta Midtown,3,NULL,NULL,21777,26698,0.9781,0.2365,0.9781,19.8,36833,29558.5,29800
International Academy of Design and Technology-Troy,3,NULL,NULL,15980,20796,0.7275,0.2217,0.9137,25.6,42103,26700,25200
American InterContinental University-Houston,3,NULL,NULL,19386,24724,0.6667,0.2759,0.7786,20.9,35500,28370,43000
University of California-Merced,3,0.7551,8933,NULL,30637,0.5977,0.5674,0.5767,7.3,19559,41894,NULL
Central Methodist University-College of Graduate and Extended Studies,3,NULL,NULL,NULL,NULL,0.1925,NULL,0.2937,10.6,17285,44654,33400
University of Phoenix-Jersey City Campus,3,NULL,NULL,17589,22602,0.6168,0.0727,0.6475,19,35500,35946.5,53400
University of Phoenix-Minneapolis St Paul Campus,3,NULL,NULL,20072,25594,0.6091,0.1053,0.7037,19,35500,35946.5,53400
University of Phoenix-Louisville Campus,3,NULL,NULL,18037,23434,0.729,0.125,0.7523,19,35500,35946.5,53400
Neumont University,3,0.7997,NULL,31588,37379,0.5391,0.5431,0.8868,6.7,29042,39241,27500
University of Phoenix-Central Valley Campus,3,NULL,NULL,18711,24393,0.6304,0.1865,0.5971,19,35500,35946.5,53400
Roseman University of Health Sciences,3,NULL,NULL,NULL,NULL,0.2966,NULL,0.8051,3.6,27500,NULL,NULL
Ave Maria University,3,0.5959,NULL,15846,34729,0.3209,0.5912,0.5624,14.1,24421.5,73813,NULL
Ecclesia College,3,0.3074,NULL,16817,25657,0.5,0.2,0.506,23.4,NULL,18116,NULL
Maple Springs Baptist Bible College and Seminary,3,NULL,NULL,NULL,19825,0.2027,0,0,0,NULL,NULL,NULL
Uta Mesivta of Kiryas Joel,3,NULL,NULL,10164,15794,0.9093,0.6564,0,0,NULL,13381,NULL
Harrisburg University of Science and Technology,3,NULL,NULL,20884,35931,0.554,0.381,0.7944,19.5,29500,NULL,NULL
University of Phoenix-San Antonio Campus,3,NULL,NULL,19871,24514,0.4617,0.1829,0.4682,19,35500,35946.5,53400
University of Phoenix-Austin Campus,3,NULL,NULL,19609,24514,0.5522,0.1,0.5174,19,35500,35946.5,53400
University of Phoenix-Richmond-Virginia Beach Campus,3,NULL,NULL,18120,23434,0.5754,0,0.5266,19,35500,35946.5,53400
University of Phoenix-Raleigh Campus,3,NULL,NULL,18756,23434,0.5721,0.125,0.5572,19,35500,35946.5,53400
International Academy of Design and Technology-Henderson,3,NULL,NULL,14760,20099,0.6984,0.1818,0.8891,26.6,29375,32306,27800
International Academy of Design and Technology-Seattle,3,NULL,NULL,16433,22472,0.597,0.2442,0.8687,26.6,29375,32306,27800
United States University,3,NULL,NULL,16317,19353,0.3503,NULL,0.4772,3.9,22396,45827.5,NULL
Westwood College-Arlington Ballston,3,NULL,NULL,26358,30640,0.7878,0.4091,0.8088,17.6,38913,25040,34200
Argosy University-Los Angeles,3,NULL,NULL,20713,25416,0.6751,NULL,0.6968,19.4,14323,37488,38200
Expression College for Digital Arts,3,NULL,NULL,22756,29989,0.4768,0.4534,0.6072,14.4,40000,34177,NULL
University of Phoenix-Savannah Campus,3,NULL,NULL,18557,23754,0.7134,0.1234,0.666,19,35500,35946.5,53400
University of Phoenix-Northern Nevada Campus,3,NULL,NULL,17770,23487,0.5,0.1,0.6546,19,35500,35946.5,53400
Georgia Gwinnett College,3,NULL,11150,NULL,16501,0.5307,0.2678,0.4999,16.4,21636,NULL,NULL
SUM Bible College and Theological Seminary,3,NULL,NULL,22810,26941,0.8469,0.6,0.9813,8.6,27103.5,NULL,NULL
Careers Unlimited,3,NULL,NULL,NULL,NULL,0.5169,1,0.764,1.9,28895,NULL,NULL
Doane College-Lincoln Grand Island and Master,3,NULL,NULL,7366,12916,0.4368,0,0.6636,2.7,22529,NULL,42300
The Art Institute of Indianapolis,3,NULL,NULL,24565,30922,0.6083,0.2427,0.8142,24.6,21599,NULL,25200
University of Phoenix-Omaha Campus,3,NULL,NULL,NULL,NULL,0.7059,0,0.7647,19,35500,NULL,53400
University of Phoenix-Northwest Arkansas Campus,3,NULL,NULL,18202,23206,0.7097,0.1417,0.8046,19,35500,NULL,53400
University of Phoenix-Columbia Campus,3,NULL,NULL,17869,23434,0.6652,0.1324,0.652,19,35500,NULL,53400
Westwood College-Annandale,3,NULL,NULL,27104,32004,0.6032,0.5532,0.7169,17.6,38913,NULL,34200
Argosy University-Denver,3,NULL,NULL,17815,24365,0.5472,NULL,0.7547,19.4,14323,NULL,38200
The Robert B Miller College,3,NULL,NULL,NULL,NULL,0.4714,NULL,0.5695,10.9,25164.5,NULL,NULL
University of Phoenix-Fairfield County Campus,3,NULL,NULL,19734,23434,0.5357,0.087,0.6786,19,35500,NULL,53400
University of Phoenix-Harrisburg Campus,3,NULL,NULL,18096,23434,0.7287,NULL,0.7209,19,35500,NULL,53400
University of South Florida-St Petersburg,3,0.4401,9337,NULL,18821,0.3928,0.4273,0.4556,7.4,19735,NULL,41700
Arizona State University-Downtown Phoenix,3,0.757,9313,NULL,22909,0.4245,0.4732,0.5784,8.5,20375,NULL,NULL
The Art Institute of Tennessee-Nashville,3,NULL,NULL,24774,32308,0.63,0.4186,0.8427,22.3,29771,NULL,31600
Strayer University-Florida,3,NULL,NULL,27410,32554,0.6993,0.25,0.7772,14.9,39499.5,NULL,51700
American Public University System,3,NULL,NULL,9017,14185,0.3054,0.4211,0.2727,13,17311,NULL,NULL
Bais Medrash Toras Chesed,3,0.4605,NULL,5196,14700,0.4286,0.1786,0,0,NULL,NULL,NULL
Visible Music College,3,0.5536,NULL,27533,32800,0.4444,0.5714,0.8889,3.7,25750,NULL,NULL
University of the West,3,NULL,NULL,6400,19082,0.1719,0.3333,0.1719,13.8,NULL,NULL,NULL
South University-Tampa,3,0.6327,NULL,22079,28639,0.6525,0.0417,0.7967,23.1,27167,NULL,29800
Averett University-Non-Traditional Programs,3,NULL,NULL,NULL,NULL,0.3081,NULL,0.4842,9.9,26000,NULL,42300
The Art Institute of Salt Lake City,3,NULL,NULL,24394,30943,0.6738,0.1724,0.851,24.6,21599,NULL,25200
The Art Institute of Charleston,3,NULL,NULL,26197,32345,0.6316,0.3077,0.8182,22.3,29771,NULL,31600
The Art Institute of California-Argosy University Sacramento,3,NULL,NULL,25716,33645,0.7144,0.5238,0.8381,19.4,14323,NULL,38200
Strayer University-Delaware,3,NULL,NULL,NULL,NULL,0.6113,NULL,0.8057,14.9,39499.5,NULL,51700
Strayer University-Alabama,3,NULL,NULL,29771,32554,0.7358,NULL,0.8593,14.9,39499.5,NULL,51700
International Academy of Design and Technology-Sacramento,3,NULL,NULL,16734,23090,0.7649,0.1707,0.9371,26.6,29375,NULL,27800
University of Phoenix-Birmingham Campus,3,NULL,NULL,18939,23918,0.7181,0.1081,0.7092,19,35500,NULL,53400
International Academy of Design and Technology-San Antonio,3,NULL,NULL,19231,24391,0.8074,0.2,0.9513,26.6,29375,NULL,27800
University of Phoenix-Augusta Campus,3,NULL,NULL,17728,23268,0.7212,0.1811,0.6674,19,35500,NULL,53400
University of Phoenix-Washington DC Campus,3,NULL,NULL,17829,23434,0.5468,0,0.6355,19,35500,NULL,53400
University of Phoenix-Chattanooga Campus,3,NULL,NULL,18772,23903,0.7737,0.0909,0.7596,19,35500,NULL,53400
Argosy University-Inland Empire,3,NULL,NULL,19502,24461,0.727,NULL,0.7757,19.4,14323,NULL,38200
Argosy University-Nashville,3,NULL,NULL,19025,24365,0.848,NULL,0.8246,19.4,14323,NULL,38200
Argosy University-San Diego,3,NULL,NULL,21958,27325,0.5209,NULL,0.4419,19.4,14323,NULL,38200
LIU Riverhead,3,NULL,NULL,NULL,NULL,0.5294,NULL,0.7843,9.5,25000,NULL,46000
Columbia Southern University,3,NULL,NULL,9746,13265,0.2248,0.3975,0.2818,5.9,17985,NULL,NULL
Trident University International,3,NULL,NULL,14975,18864,0.144,0.5827,0.1223,2.8,14872,NULL,NULL
Digital Media Arts College,3,NULL,NULL,17473,24572,0.6788,0.4,0.8102,11.5,43475.5,NULL,NULL
Yeshivas Be'er Yitzchok,3,1,NULL,16476,29376,0.7778,NULL,0,0,NULL,NULL,NULL
Yeshiva Toras Chaim,3,1,NULL,2799,19236,0.5931,0.0294,0,0,NULL,NULL,NULL
Talmudical Seminary of Bobov,3,0.8684,NULL,2124,12550,0.9597,0.3704,0,0,NULL,NULL,NULL
University of South Florida-Sarasota-Manatee,3,0.3461,NULL,NULL,NULL,0.4073,NULL,0.4691,7.4,19735,NULL,41700
The Art Institute of Austin,3,NULL,NULL,25784,31680,0.5678,NULL,0.7794,22.8,30500,NULL,32900
The Art Institutes International�??Kansas City,3,NULL,NULL,25943,31075,0.5819,NULL,0.869,24.6,21599,NULL,25200
Argosy University-Salt Lake City,3,NULL,NULL,18496,23107,0.7634,NULL,0.8473,19.4,14323,NULL,38200
Strayer University-Kentucky,3,NULL,NULL,29316,32554,0.715,NULL,0.8339,14.9,39499.5,NULL,51700
Strayer University-North Carolina,3,NULL,NULL,30395,32554,0.7116,0.2857,0.8548,14.9,39499.5,NULL,51700
Strayer University-New Jersey,3,NULL,NULL,31487,32554,0.5286,NULL,0.7123,14.9,39499.5,NULL,51700
The King�??s College,3,0.7115,NULL,22107,44720,0.3162,0.6136,0.6151,3.7,22250,NULL,NULL
Chamberlain College of Nursing-Illinois,3,0.5,NULL,18902,24552,0.2698,NULL,0.6887,5.8,25693,NULL,56300
Chamberlain College of Nursing-Arizona,3,0.5556,NULL,18645,22228,0.5085,NULL,0.8719,5.8,25693,NULL,56300
Ottawa University-Online,3,NULL,NULL,NULL,NULL,0.5032,NULL,0.6218,8.7,25000,NULL,40700
Taft University System,3,NULL,NULL,NULL,NULL,0,NULL,0,3,NULL,NULL,NULL
Aspen University,3,NULL,NULL,20821,23110,0.0769,NULL,0.0831,3,NULL,NULL,NULL
Denver School of Nursing,3,NULL,NULL,NULL,NULL,0.2979,NULL,0.8422,1.5,24367,NULL,NULL
Yeshiva of Machzikai Hadas,3,1,NULL,14976,26176,0.7874,0.5172,0,0,NULL,NULL,NULL
Providence Christian College,3,0.5328,NULL,14858,35917,0.4219,0.5385,0.5625,16.6,27000,NULL,NULL
The Art Institute of Washington-Dulles,3,NULL,NULL,22429,28629,0.5,NULL,0.8034,22.3,29771,NULL,31600
Argosy University-Phoenix Online Division,3,NULL,NULL,31674,37108,0.709,0.2388,0.6546,19.4,14323,NULL,38200
Polytechnic University of Puerto Rico-Miami,3,NULL,NULL,23066,26577,0.5556,1,0.7963,10.8,16648,NULL,25400
Polytechnic University of Puerto Rico-Orlando,3,NULL,NULL,19884,22784,0.5893,NULL,0.6875,10.8,16648,NULL,25400
Strayer University-Utah,3,NULL,NULL,27054,32554,0.7129,NULL,0.8119,14.9,39499.5,NULL,51700
Strayer University-Ohio,3,NULL,NULL,29548,32554,0.7439,NULL,0.875,14.9,39499.5,NULL,51700
University of Minnesota-Rochester,3,0.5421,9951,NULL,22141,0.2778,NULL,0.6763,3.6,21500,NULL,47800
Chamberlain College of Nursing-Florida,3,0.25,NULL,NULL,NULL,0.5341,NULL,0.8549,5.8,25693,NULL,56300
Remington College of Nursing Orlando,3,NULL,NULL,NULL,NULL,0,NULL,0.8462,9.5,9500,NULL,28900
Horizon University,3,NULL,NULL,NULL,NULL,0.4127,NULL,0.2857,0,NULL,NULL,NULL
New Hope Christian College-Honolulu,3,0.9767,NULL,12927,18314,0.4472,0.2414,0.4309,15.6,24711,NULL,23200
City Vision College,3,NULL,NULL,NULL,NULL,0.2857,NULL,0.2381,0,NULL,NULL,NULL
Bethel College,3,1,NULL,9932,18021,0.5672,0,0.7612,0,NULL,NULL,NULL
West Coast University-Orange County,3,0.5263,NULL,39612,43784,0.4021,NULL,0.7754,1.9,33832,NULL,NULL
West Coast University-Ontario,3,0.4902,NULL,36020,41496,0.4834,NULL,0.7708,1.9,33832,NULL,NULL
National University College-Ponce,3,0.8379,NULL,8737,13853,0.8865,NULL,0.6798,11.4,7533,NULL,16700
Strayer University-Arkansas,3,NULL,NULL,NULL,NULL,0.8173,NULL,0.9327,14.9,39499.5,NULL,51700
Strayer University-Georgia,3,NULL,NULL,28761,32554,0.774,0.0833,0.8504,14.9,39499.5,NULL,51700
Strayer University-Louisiana,3,NULL,NULL,NULL,NULL,0.7669,NULL,0.8571,14.9,39499.5,NULL,51700
Strayer University-Mississippi,3,NULL,NULL,NULL,NULL,0.8479,NULL,0.9355,14.9,39499.5,NULL,51700
