INSTNM,ADM_RATE,NPT4_048_PUB,NPT4_048_PRIV,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Total Look School of Cosmetology & Massage Therapy,NULL,NULL,8045,NULL,0.3793,NULL,0.4138,33.3,NULL,23961.5,NULL
The Art Institute of Tucson,NULL,NULL,24761,29827,0.6995,0,0.8372,24.6,21599,18613,25200
Turning Point Beauty College,NULL,NULL,4084,NULL,0.9655,NULL,0.9655,16.3,16244,16086,NULL
Unitech Training Academy-Lafayette,NULL,NULL,16230,NULL,0.8983,NULL,0.8372,33.5,7248,10429,NULL
Mountwest Community and Technical College,NULL,7475,NULL,11846,0.4245,NULL,0.1691,34.2,10432,37920,NULL
Centura College-Columbia,NULL,NULL,22546,27181,0.3443,NULL,0.3632,22.4,9500,14821,20600
Flagler College-Tallahassee,NULL,NULL,NULL,NULL,0.653,NULL,0.637,6,23638,61140,37200
Kanawha Valley Community and Technical College,NULL,7319,NULL,12528,0.5634,NULL,0.4753,24.6,12316,38874.5,NULL
American InterContinental University-Online,NULL,NULL,17193,22497,0.6983,0.3122,0.896,20.9,35500,28370,43000
Westwood College-Atlanta Midtown,NULL,NULL,21777,26698,0.9781,0.2365,0.9781,19.8,36833,29558.5,29800
ITT Technical Institute-Eden Prairie,0.9048,NULL,20896,25911,0.6532,0.2989,0.7948,22.4,25833.5,30665,38400
Virginia College-Mobile,NULL,NULL,18786,22176,0.8466,NULL,0.7448,22.2,19000,16424.5,26400
Le Cordon Bleu College of Culinary Arts-Las Vegas,NULL,NULL,15733,20537,0.6139,NULL,0.7486,26.2,11640,32758,32900
International Academy of Design and Technology-Troy,NULL,NULL,15980,20796,0.7275,0.2217,0.9137,25.6,42103,26700,25200
American InterContinental University-Houston,NULL,NULL,19386,24724,0.6667,0.2759,0.7786,20.9,35500,28370,43000
Sanford-Brown College-Houston North Loop,NULL,NULL,NULL,NULL,0.6316,NULL,0.6917,20.3,9500,19543,27200
University of California-Merced,0.7551,8933,NULL,30637,0.5977,0.5674,0.5767,7.3,19559,41894,NULL
Everest College-Fort Worth,NULL,NULL,20217,25893,0.711,NULL,0.5779,23.2,9500,18178,23900
Remington College-North Houston Campus,0.7808,NULL,22252,26917,0.7486,NULL,0.578,9.5,9500,13143,27200
Paul Mitchell the School-Orlando,NULL,NULL,16778,NULL,0.4672,NULL,0.596,10.3,11000,33376,16900
Regency Beauty Institute-Maplewood,NULL,NULL,20312,NULL,0.6903,NULL,0.7434,14.9,14144,39984,19600
Pima Medical Institute-Las Vegas,NULL,NULL,20371,NULL,0.4923,NULL,0.6081,10,9498,20361,27600
Remington College-Nashville Campus,0.8315,NULL,26501,30472,0.662,NULL,0.538,9.5,9500,12469,26200
Platt College-North OKC,NULL,NULL,21589,NULL,0.8026,0.5908,0.8564,17,12000,15045,20600
Central Methodist University-College of Graduate and Extended Studies,NULL,NULL,NULL,NULL,0.1925,NULL,0.2937,10.6,17285,44654,33400
Westwood College-Northlake,NULL,NULL,23494,28444,0.9542,0.3727,0.9542,20.8,31126,25671,32400
University of Phoenix-Jersey City Campus,NULL,NULL,17589,22602,0.6168,0.0727,0.6475,19,35500,35946.5,53400
University of Phoenix-Minneapolis St Paul Campus,NULL,NULL,20072,25594,0.6091,0.1053,0.7037,19,35500,35946.5,53400
Kaplan College-Fort Worth,NULL,NULL,20799,NULL,0.3694,NULL,0.3609,25.6,9496,13598,23600
Kaplan College-Lubbock,NULL,NULL,22213,NULL,0.6889,NULL,0.5463,25.1,9500,12122,20400
North-West College-Riverside,1,NULL,19783,NULL,0.7459,NULL,0.901,14.6,8023.5,16835,21700
Everest Institute-Chelsea,NULL,NULL,22532,NULL,0.7825,NULL,0.6538,20.7,9500,14326.5,26100
Everest Institute-Eagan,NULL,NULL,21581,NULL,0.731,NULL,0.5556,22.8,9500,15763,25200
University of Phoenix-Louisville Campus,NULL,NULL,18037,23434,0.729,0.125,0.7523,19,35500,35946.5,53400
Everest University-Orange Park,NULL,NULL,22245,26993,0.752,0.4824,0.6108,NULL,28332,19406,26200
Everest Institute-Bissonnet,NULL,NULL,22226,NULL,0.6966,NULL,0.5723,24.9,9500,18242.5,28600
Everest College-McLean,NULL,NULL,23591,28204,0.5642,NULL,0.4866,24,9500,17609,24700
Colegio Tecnico de Electricidad Galloza,NULL,NULL,8598,NULL,1,NULL,0,0,NULL,10175.5,NULL
Empire Beauty School-St Paul,NULL,NULL,10949,NULL,0.7778,NULL,0.6984,18.8,9083,34968,23300
Arthur's Beauty School Inc-Conway,NULL,NULL,9047,NULL,0.6907,NULL,0.7216,12.6,9900,14303,15400
Vatterott College-St Charles,NULL,NULL,17547,22233,0.3276,NULL,0.269,20.9,23116,13404,28700
Anthem Institute-North Brunswick,NULL,NULL,24361,27069,0.5838,NULL,0.8122,13.7,9363,25292.5,49200
Anthem Career College-Memphis,NULL,NULL,24593,28875,0.7779,NULL,0.8631,18.7,10976,22832,27700
Anthem College-Kansas City,NULL,NULL,26924,30463,0.6947,NULL,0.8473,15.7,14024,22832,29500
Spa Tech Institute-Ipswich,NULL,NULL,22913,NULL,0.3419,NULL,0.4444,21.2,6333,32887,22300
Spa Tech Institute-Westboro,NULL,NULL,17447,NULL,0.3015,NULL,0.3235,21.2,6333,32887,22300
Spa Tech Institute-Plymouth,NULL,NULL,13830,NULL,0.3706,NULL,0.3909,21.2,6333,32887,22300
Milan Institute of Cosmetology-San Antonio Walzem,NULL,NULL,16444,NULL,0.6566,NULL,0.6237,25,14252,14916,18900
Bridgemont Community and Technical College,NULL,3148,NULL,8372,0.2533,NULL,0.2505,NULL,NULL,34515,NULL
Wards Corner Beauty Academy-Virginia Beach,NULL,NULL,13844,NULL,0.5938,NULL,0.625,21.9,16500,14615,17600
Neumont University,0.7997,NULL,31588,37379,0.5391,0.5431,0.8868,6.7,29042,39241,27500
Johnson & Wales University-Charlotte,0.5961,NULL,20646,39499,0.5106,0.618,0.9163,11,27000,55421,35100
University of Phoenix-Central Valley Campus,NULL,NULL,18711,24393,0.6304,0.1865,0.5971,19,35500,35946.5,53400
L'Ecole Culinaire-St Louis,NULL,NULL,17538,23210,0.3282,NULL,0.229,18.8,22155,16118,34200
Roseman University of Health Sciences,NULL,NULL,NULL,NULL,0.2966,NULL,0.8051,3.6,27500,NULL,NULL
Fortis Institute-Port Saint Lucie,NULL,NULL,18762,24083,0.7607,NULL,0.6544,13.7,9908.5,16983,NULL
Fortis Institute-Miami,NULL,NULL,9678,15140,0.6831,NULL,0.6543,12.4,9500,18986,23200
Aviation Institute of Maintenance-Manassas,NULL,NULL,26836,29543,0.3333,NULL,0.4638,28.4,27916,25834,NULL
Everest College-North Aurora,NULL,NULL,21737,NULL,0.6614,NULL,0.5253,18.2,9500,15762,27500
Cosmetology School of Arts and Sciences,NULL,NULL,13659,NULL,0.7586,NULL,0.5632,35.2,20000,13226.5,NULL
Universal Technical Institute of Pennsylvania Inc,NULL,NULL,18071,NULL,0.3962,NULL,0.6737,21.6,16813,44016,40200
Heritage College-Kansas City,NULL,NULL,19371,NULL,0.6429,NULL,0.6889,12,13583,21300,24200
Kenneth Shuler School of Cosmetology-Spartanburg,NULL,NULL,12017,NULL,0.5275,NULL,0.5659,9.5,9500,17992.5,14600
Kenneth Shuler School of Cosmetology-Columbia,NULL,NULL,11232,NULL,0.5767,NULL,0.6032,9.5,9500,17992.5,14600
Institute for the Psychological Sciences,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Pivot Point Academy-Chicago,NULL,NULL,12648,NULL,0.5952,NULL,0.7143,5.6,13833,32883.5,22000
Lincoln Technical Institute-Shelton,NULL,NULL,17058,NULL,0.6634,NULL,0.7967,26.5,11813,36944.5,39400
Minnesota School of Business-Waite Park,NULL,NULL,19493,29130,0.6538,0.5217,0.7871,15.7,31061.5,33023,35700
Minnesota School of Business-Shakopee,NULL,NULL,19213,28296,0.4977,0.4561,0.6948,15.7,31061.5,33023,35700
Northwest Career College,NULL,NULL,12830,NULL,0.8134,NULL,0.8134,40.2,7214,23023,NULL
Soma Institute-The National School of Clinical Massage Therapy,NULL,NULL,NULL,NULL,0.4669,NULL,0.6736,11.3,7916,27283,NULL
Xtreme Career Institute,NULL,NULL,5785,NULL,1,NULL,0,0,NULL,0,NULL
Marinello Schools of Beauty-Niantic,NULL,NULL,15421,NULL,0.3805,NULL,0.5621,18.6,9328,23554,NULL
Marinello School of Beauty-Torrington,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,9328,NULL,NULL
Marinello School of Beauty-Enfield,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,9328,NULL,NULL
Marinello School of Beauty-Northampton,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,9328,NULL,NULL
American Academy of Acupuncture and Oriental Medicine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.2,NULL,NULL,NULL
Arizona School of Acupuncture and Oriental Medicine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.9,NULL,NULL,NULL
Ave Maria University,0.5959,NULL,15846,34729,0.3209,0.5912,0.5624,14.1,24421.5,73813,NULL
Blue Sky School of Professional Massage and Therapeutic Bodywork,NULL,NULL,24907,NULL,0.5637,NULL,0.7892,14.1,9004,30437,NULL
Buchanan Beauty College,NULL,NULL,7105,NULL,0.7143,NULL,0.6429,12.5,5218,14134.5,NULL
CALC Institute of Technology,NULL,NULL,NULL,NULL,0.6382,NULL,0.4647,20,8702.5,13383,NULL
Cambridge Junior College-Yuba City,0.8906,NULL,21294,NULL,0.6515,NULL,0.5436,6,9500,NULL,NULL
Cambridge Institute of Allied Health & Technology,NULL,NULL,21933,NULL,0.6262,NULL,0.6262,26.6,9500,14630.5,NULL
Career Care Institute,NULL,NULL,18474,NULL,0.9684,NULL,0.9684,20.9,13495,20968,NULL
ATA Career Education,NULL,NULL,18158,22795,0.8051,NULL,0.9744,18.7,17139,22205,NULL
Career Quest Learning Centers-Lansing,NULL,NULL,NULL,NULL,0.6199,NULL,0.5597,30.2,9500,13890,NULL
Central State Massage Academy,NULL,NULL,21515,NULL,0.7857,NULL,0.6607,5.7,7500,16263,NULL
Community Christian College,NULL,NULL,11298,20576,0.7455,NULL,0.4909,13.9,NULL,42177,NULL
Crossett School of Cosmetology,NULL,NULL,8076,NULL,0.871,NULL,0.871,33.3,NULL,14143,NULL
Culpeper Cosmetology Training Center,NULL,9032,NULL,NULL,0.9032,NULL,0.8387,27.7,NULL,14852,NULL
Day Spa Career College,NULL,NULL,8273,NULL,0.4722,NULL,0.4722,15.6,6014,11704,NULL
Eastern School of Acupuncture and Traditional Medicine,NULL,NULL,NULL,NULL,0.0959,NULL,0.4795,2.9,31793,37306,NULL
Ecclesia College,0.3074,NULL,16817,25657,0.5,0.2,0.506,23.4,NULL,18116,NULL
Employment Solutions-College for Technical Education,NULL,NULL,14013,NULL,0.6748,NULL,0.7453,26,11548,NULL,NULL
European Massage Therapy School-Skokie,NULL,NULL,7828,9663,0.5068,NULL,0.6712,16.6,4878,18392,NULL
Evergreen Beauty and Barber College-Everett,NULL,NULL,11950,NULL,0.4561,NULL,0.4561,12,6182,21554,NULL
Paul Mitchell the School-Great Lakes,NULL,NULL,12952,NULL,0.4559,NULL,0.5956,22.2,9833,27331,NULL
Healthcare Training Institute,0.8,NULL,NULL,NULL,0.655,NULL,0.6842,9.6,8789,27012,NULL
John D Rockefeller IV Career Center,NULL,9573,NULL,12348,0.75,NULL,0.85,16.6,9500,40276,NULL
Los Angeles Music Academy,NULL,NULL,30425,34758,0.2101,NULL,0.3043,15.7,16001,35426.5,NULL
Maple Springs Baptist Bible College and Seminary,NULL,NULL,NULL,19825,0.2027,0,0,0,NULL,NULL,NULL
MCI Institute of Technology,NULL,NULL,20014,NULL,0.9314,NULL,0.8783,18.6,6417,5148,NULL
Pacific Coast Trade School,NULL,NULL,11244,NULL,0.6188,NULL,0.3812,NULL,5500,25110,NULL
Centura Institute,NULL,NULL,23921,28116,0.5648,NULL,0.6296,15.6,9500,13817,NULL
Precision Manufacturing Institute,NULL,NULL,16156,NULL,0.3103,NULL,0.6724,17.4,6340,27921,NULL
Professional Massage Training Center,NULL,NULL,31427,NULL,0.2897,NULL,0.331,30.6,9500,31569,NULL
Regency School of Hair Design,NULL,NULL,6381,NULL,0.9714,NULL,0.4571,0,NULL,8869,NULL
Rosslyn Training Academy of Cosmetology,NULL,NULL,7932,10793,1,NULL,0,0,NULL,0,NULL
SAE Institute of Technology-Nashville,NULL,NULL,29346,35041,0.5632,NULL,0.8391,15.1,9500,33304,NULL
eClips School of Cosmetology and Barbering,NULL,NULL,20751,NULL,0.7464,NULL,0.9187,42.8,9500,11489,NULL
Shear Academy,NULL,NULL,9163,NULL,0.8545,NULL,0.8182,0,9500,16704,NULL
Southern Technical College,NULL,NULL,12569,NULL,0.8093,NULL,0.663,16.2,19702,15546,NULL
Stanbridge College,0.7871,NULL,21250,NULL,0.6829,0.6968,0.9261,3.8,18250,24882,NULL
Styletrends Barber and Hairstyling Academy,NULL,NULL,7545,NULL,0.9552,NULL,0.8955,39.1,8230,9899,NULL
Universal Career School,NULL,NULL,17832,NULL,0.6646,NULL,0.6646,13.8,6025,0,NULL
Universal College of Healing Arts,NULL,NULL,22813,25786,0.3704,NULL,0.6296,18.3,16063,29949,NULL
Uta Mesivta of Kiryas Joel,NULL,NULL,10164,15794,0.9093,0.6564,0,0,NULL,13381,NULL
Harrisburg University of Science and Technology,NULL,NULL,20884,35931,0.554,0.381,0.7944,19.5,29500,NULL,NULL
The Art Institute of Ohio-Cincinnati,NULL,NULL,27025,31416,0.6637,0.4404,0.8394,18.9,27666.5,20419,34900
Stevens-Henager College-Logan,NULL,NULL,21908,27787,0.7939,0.2868,0.7818,27.1,26336.5,23213.5,31700
University of Phoenix-Des Moines Campus,NULL,NULL,17551,23434,0.6957,NULL,0.7826,19,35500,35946.5,53400
University of Phoenix-San Antonio Campus,NULL,NULL,19871,24514,0.4617,0.1829,0.4682,19,35500,35946.5,53400
University of Phoenix-Austin Campus,NULL,NULL,19609,24514,0.5522,0.1,0.5174,19,35500,35946.5,53400
University of Phoenix-Richmond-Virginia Beach Campus,NULL,NULL,18120,23434,0.5754,0,0.5266,19,35500,35946.5,53400
University of Phoenix-Raleigh Campus,NULL,NULL,18756,23434,0.5721,0.125,0.5572,19,35500,35946.5,53400
Blue Ridge Community and Technical College,NULL,8824,NULL,13531,0.3509,NULL,0.358,27.8,18240,29445.5,NULL
International Academy of Design and Technology-Henderson,NULL,NULL,14760,20099,0.6984,0.1818,0.8891,26.6,29375,32306,27800
International Academy of Design and Technology-Seattle,NULL,NULL,16433,22472,0.597,0.2442,0.8687,26.6,29375,32306,27800
International Academy of Design and Technology-Nashville,NULL,NULL,NULL,NULL,0.7415,0.3649,0.898,25.6,42103,20783.5,25200
Le Cordon Bleu College of Culinary Arts-Miami,NULL,NULL,15724,21070,0.7004,NULL,0.8009,26.2,11640,32622,26000
Le Cordon Bleu College of Culinary Arts-Minneapolis,NULL,NULL,15067,20678,0.4839,NULL,0.6624,22.6,15042,32289,28900
Anthem College-Portland,NULL,NULL,22755,26812,0.6852,NULL,0.7803,14.5,10813,19177,21500
Career Technical College-Shreveport,NULL,NULL,18038,23651,0.8761,NULL,0.8555,22.9,13700.5,15239.5,19200
ITT Technical Institute-Kansas City,0.9657,NULL,23184,27539,0.7489,0.4364,0.8139,22.4,25833.5,23646,38400
ITT Technical Institute-Kennesaw,0.944,NULL,22068,26402,0.7365,0.1818,0.7931,22.4,25833.5,23646,38400
ITT Technical Institute-Owings Mills,0.9514,NULL,22621,26492,0.7017,0.3375,0.8623,22.4,25833.5,25661,38400
ITT Technical Institute-Warrensville Heights,0.6414,NULL,22573,27139,0.8354,0.2424,0.9051,22.4,25833.5,25161.5,38400
Union Graduate College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Chambersburg Beauty School,NULL,NULL,14752,NULL,0.7344,NULL,0.5625,14.3,10500,19389,NULL
Daytona College,NULL,NULL,16901,NULL,0.787,NULL,0.8051,19.8,8750.5,14142,NULL
Delta Technical College,NULL,NULL,20502,NULL,0.8814,NULL,0.8958,23.2,9500,16084,32700
United States University,NULL,NULL,16317,19353,0.3503,NULL,0.4772,3.9,22396,45827.5,NULL
Westwood College-Arlington Ballston,NULL,NULL,26358,30640,0.7878,0.4091,0.8088,17.6,38913,25040,34200
Kaplan College-Bakersfield,NULL,NULL,22571,NULL,0.7026,NULL,0.6054,23.2,9495,9618.5,26900
Kaplan College-Fresno,NULL,NULL,23804,NULL,0.4439,NULL,0.3548,19.2,9500,15574,20700
Empire Beauty School-Avondale,NULL,NULL,11115,NULL,0.7476,NULL,0.7005,17.7,11096,24391.5,18100
Empire Beauty School-North Tucson,NULL,NULL,10242,NULL,0.6429,NULL,0.5,17.2,9046.5,21213.5,16400
Empire Beauty School-Littleton,NULL,NULL,11436,NULL,0.5852,NULL,0.6148,16.5,9522,28779,19300
Empire Beauty School-Aurora,NULL,NULL,12126,NULL,0.7677,NULL,0.697,16.5,9522,28779,19300
Everest Institute-Gahanna,NULL,NULL,24712,NULL,0.784,NULL,0.6139,19,9500,17410,24800
Everest College-Merrionette Park,NULL,NULL,23416,NULL,0.7412,NULL,0.5329,NULL,9500,17668.5,30000
Everest College-Earth City,NULL,NULL,24363,NULL,0.834,NULL,0.5957,17.6,9500,19890,29700
Everest College-Mesa,NULL,NULL,17940,22761,0.727,0.6371,0.6349,19.6,9500,21163,28300
Everest Institute-Silver Spring,NULL,NULL,24888,NULL,0.7144,NULL,0.5493,21.7,9500,15000.5,24900
Alvareitas College of Cosmetology-Belleville,NULL,NULL,9246,NULL,0.8571,NULL,0.9286,6.2,9500,23784,NULL
AmeriTech College-Draper,0.7755,NULL,32255,37574,0.5858,0.7727,0.6614,11.2,24240,26534,23800
Argosy University-Los Angeles,NULL,NULL,20713,25416,0.6751,NULL,0.6968,19.4,14323,37488,38200
Brown Mackie College-Miami,NULL,NULL,20478,25708,0.8553,0.3529,0.7776,24.6,21599,16417,25200
Regency Beauty Institute-Darien,NULL,NULL,17640,NULL,0.6804,NULL,0.7732,14.9,14144,39984,19600
Regency Beauty Institute-Aurora,NULL,NULL,20569,NULL,0.686,NULL,0.8261,14.9,14144,39984,19600
Regency Beauty Institute-Madison,NULL,NULL,20455,NULL,0.7609,NULL,0.7391,14.9,14144,39984,19600
Regency Beauty Institute-Ridgedale,NULL,NULL,21406,NULL,0.5046,NULL,0.6514,14.9,14144,39984,19600
San Joaquin Valley College-Modesto,NULL,NULL,18177,22304,0.897,NULL,0.9303,22.8,19648.5,18083,26900
Fortis College-Largo,NULL,NULL,10517,15181,0.5103,0.4688,0.6521,17.2,13875,16128,20900
Platt College-Moore,NULL,NULL,21716,NULL,0.7759,NULL,0.7931,17,12000,15045,20600
Platt College-Dallas,NULL,NULL,20939,NULL,0.8919,NULL,0.9628,17,12000,15045,20600
Universal Technical Institute of Massachusetts Inc,NULL,NULL,18162,NULL,0.4062,NULL,0.6338,18.8,18363,46537,43400
Eagle Gate College-Layton,NULL,NULL,22451,26934,0.7243,0.4262,0.8534,27.9,19940,22845,29700
Carsten Institute of Cosmetology,NULL,NULL,12232,NULL,0.3537,NULL,0.3319,13.1,9500,38450,20300
Academy of Hair Design-Jasper,NULL,NULL,6196,NULL,0.8136,NULL,0.0508,0,6333,12521,15000
Expression College for Digital Arts,NULL,NULL,22756,29989,0.4768,0.4534,0.6072,14.4,40000,34177,NULL
Unitech Training Academy-West Monroe,NULL,NULL,22292,NULL,0.9373,NULL,0.9216,33.5,7248,10429,NULL
Daymar College-Bellevue,NULL,NULL,20465,24021,0.8228,0.5294,0.8354,24.1,23563,15713,22100
Salter School-Fall River,NULL,NULL,25764,NULL,0.7171,NULL,0.5498,11.7,8758,19421,28200
Seacoast Career School-Manchester Campus,NULL,NULL,24593,NULL,0.5324,NULL,0.4028,22.4,8708,26519,21800
Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,NULL,NULL,5868,NULL,0.9948,NULL,0,0,NULL,0,12500
New River Community and Technical College,NULL,5390,NULL,7894,0.4775,NULL,0.306,39.8,7500,28137,NULL
The College of Health Care Professions-Southwest Houston,1,NULL,20674,NULL,0.7771,NULL,0.7977,25.8,9500,14894.5,27100
Eagle Gate College-Salt Lake City,NULL,NULL,18031,23529,0.6564,NULL,0.8855,27.9,19940,22845,29700
Kaplan College-Palm Springs,NULL,NULL,22426,NULL,0.3151,NULL,0.2933,17,9500,23456,32600
University of Phoenix-Savannah Campus,NULL,NULL,18557,23754,0.7134,0.1234,0.666,19,35500,35946.5,53400
University of Phoenix-Northern Nevada Campus,NULL,NULL,17770,23487,0.5,0.1,0.6546,19,35500,35946.5,53400
Minnesota School of Business-Rochester,NULL,NULL,19114,28352,0.5824,0.38,0.8118,15.7,31061.5,NULL,35700
Georgia Gwinnett College,NULL,11150,NULL,16501,0.5307,0.2678,0.4999,16.4,21636,NULL,NULL
Phoenix Institute of Herbal Medicine & Acupuncture,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.6,NULL,NULL,NULL
Tucson College of Beauty,NULL,NULL,9857,NULL,0.2302,NULL,0.254,1.5,6365,NULL,NULL
California Career College,NULL,NULL,NULL,NULL,0.5812,NULL,0.812,10.6,12700,NULL,NULL
Palladium Technical Academy,NULL,NULL,14011,NULL,0.9245,NULL,0.9434,33,5204,NULL,NULL
Palace Beauty College,NULL,NULL,11675,NULL,0.6031,NULL,0.5815,10.9,3622,NULL,NULL
National Polytechnic College,NULL,NULL,7808,NULL,0.757,NULL,0.595,13.1,9500,NULL,NULL
American Career College-Ontario,NULL,NULL,24447,NULL,0.6519,NULL,0.6214,10.7,9500,NULL,NULL
Asher College,NULL,NULL,18940,NULL,0.5025,NULL,0.5197,15.7,8157.5,NULL,NULL
American Institute of Massage Therapy,NULL,NULL,9028,NULL,0.5357,NULL,0.5357,4.7,5500,NULL,NULL
University of East-West Medicine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Blake Austin College,NULL,NULL,23651,NULL,0.7,NULL,0.8156,10.7,10555,NULL,NULL
Blake Austin College Beauty Academy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.7,10555,NULL,NULL
Aviator College of Aeronautical Science and Technology,0.7,NULL,71823,74473,0.0924,NULL,0.1597,5.8,NULL,NULL,NULL
Total International Career Institute,NULL,NULL,1574,NULL,1,NULL,0,0,NULL,NULL,NULL
Trendsetters School of Beauty & Barbering,NULL,NULL,14445,NULL,1,NULL,1,20,10339,NULL,NULL
CDA Technical Institute,NULL,NULL,26377,NULL,0.4588,NULL,0.7143,7.5,7307,NULL,NULL
American Institute of Beauty,NULL,NULL,10402,NULL,0.927,NULL,0.9485,19.5,11437,NULL,NULL
North Florida Cosmetology Institute Inc,NULL,NULL,18296,NULL,0.6761,NULL,0.6408,7.2,9500,NULL,NULL
Florida Academy of Health & Beauty,NULL,NULL,13543,NULL,0.8571,NULL,0.5,75,NULL,NULL,NULL
Augusta School of Massage,NULL,NULL,7954,NULL,0.629,NULL,0.6774,15.7,4052,NULL,NULL
ATA College,NULL,NULL,22591,27707,0.7914,NULL,0.9264,18.7,17139,NULL,NULL
SUM Bible College and Theological Seminary,NULL,NULL,22810,26941,0.8469,0.6,0.9813,8.6,27103.5,NULL,NULL
Compass Career College,NULL,NULL,16993,NULL,0.5809,NULL,0.6471,10.5,9500,NULL,NULL
Hair Expressions Academy,NULL,NULL,13602,NULL,0.4632,NULL,0.6324,17.5,9833,NULL,NULL
Nuvo College of Cosmetology,NULL,NULL,6117,NULL,0.7403,NULL,0.7922,11.9,6566.5,NULL,NULL
WellSpring School of Allied Health-Kansas City,NULL,NULL,16975,NULL,0.5,NULL,0.6947,4.6,7917,NULL,NULL
Hair Academy 110,NULL,NULL,7716,NULL,0.6667,NULL,0.7407,31.2,NULL,NULL,NULL
Healing Touch Career College,NULL,NULL,24759,NULL,0.8032,NULL,0.8617,13,7114,NULL,NULL
The Salon Professional Academy-Fargo,NULL,NULL,11828,NULL,0.2738,NULL,0.3036,7,10000,NULL,NULL
Massage Therapy Trainining Institute,NULL,NULL,12338,NULL,0.6458,NULL,0.8125,11.1,4586.5,NULL,NULL
Institute of Professional Careers,NULL,NULL,16577,NULL,0.6667,NULL,0.6111,0,6557,NULL,NULL
Elite Academy of Beauty Arts,NULL,NULL,15476,NULL,0.7214,NULL,0.6857,28.3,5150,NULL,NULL
Aveda Institute-New York,NULL,NULL,20728,NULL,0.6758,NULL,0.6724,4,6333,NULL,NULL
Northwest Regional Technology Institute,NULL,NULL,8335,NULL,1,NULL,0.9787,16.1,9500,NULL,NULL
National Massage Therapy Institute,NULL,NULL,21535,NULL,0.694,NULL,0.8375,10.2,9453,NULL,NULL
MyrAngel Beauty Institute,NULL,NULL,11404,NULL,0.9938,NULL,0,0,NULL,NULL,NULL
Institute of Hair Design,NULL,NULL,11931,NULL,0.6761,NULL,0.4648,20,9000,NULL,NULL
Tennessee Career Institute,NULL,NULL,8995,NULL,0.7212,NULL,0.5625,28.1,7365,NULL,NULL
Texas Health School,NULL,NULL,14405,NULL,0.2785,NULL,0.2283,8.1,6300,NULL,NULL
Mai-trix Beauty College,NULL,NULL,11714,NULL,0.6364,NULL,0.1136,33.3,NULL,NULL,NULL
North West Beauty School,NULL,NULL,14322,NULL,0.91,NULL,0.9,20,9500,NULL,NULL
Maximum Style Tec School of Cosmetology,NULL,NULL,6206,NULL,0.3908,NULL,0.4138,20.6,8535,NULL,NULL
Careers Unlimited,NULL,NULL,NULL,NULL,0.5169,1,0.764,1.9,28895,NULL,NULL
Mountainland Applied Technology College,NULL,NULL,NULL,NULL,0.0823,NULL,0,0,NULL,NULL,NULL
Avi Career Training,NULL,NULL,21012,NULL,0.6667,NULL,0.7778,11.5,10559,NULL,NULL
