INSTNM,ADM_RATE,NPT4_048_ALL,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Neumann University,0.5531,22.575,37.314,0.3874,0.5019,0.8048,9.3,27,72.3935,41.6
Pennsylvania State University-Penn State Erie-Behrend College,0.8408,17.453,27.759,0.3156,0.6995,0.7036,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State New Kensington,0.7379,11.629,20.315,0.3371,0.5369,0.6545,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Shenango,0.6943,12.767,21.867,0.5467,0.3134,0.7422,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Wilkes-Barre,0.8199,10.61,20.301,0.3355,0.5029,0.6823,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Worthington Scranton,0.8186,11.495,20.183,0.4652,0.4608,0.7245,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Lehigh Valley,0.8548,9.818,19.456,0.3572,0.5481,0.5832,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Altoona,0.8519,18.419,27.591,0.3329,0.688,0.715,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Beaver,0.8731,13.058,22.942,0.365,0.4333,0.6653,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Berks,0.8307,16.364,25.931,0.3405,0.5652,0.6832,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Harrisburg,0.7994,16.355,26.651,0.3456,0.6086,0.6392,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Brandywine,0.7905,9.809,19.297,0.3403,0.441,0.6186,7.7,27,70.4395,47.5
Pennsylvania State University-Main Campus,0.542,20.234,31.625,0.1768,0.8484,0.522,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Greater Allegheny,0.7983,14.346,24.415,0.5024,0.4556,0.7543,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Abington,0.7774,10.192,19.611,0.4156,0.4803,0.6044,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State Schuylkill,0.811,14.458,24.227,0.5283,0.4277,0.7716,7.7,27,70.4395,47.5
Pennsylvania State University-Penn State York,0.845,11.204,19.761,0.3143,0.4954,0.5671,7.7,27,70.4395,47.5
Peirce College,NULL,14.904,19.7,0.5409,0.2222,0.7461,14.2,39.1625,34.735,44.7
Pennsylvania Academy of the Fine Arts,0.8406,23.4,43.656,0.4123,0.6757,0.6635,8.3,26.766,41.646,20.9
Pennsylvania College of Art and Design,0.3614,20.586,28.86,0.3918,0.5424,0.8898,12.7,27,71.555,27.3
University of Pennsylvania,0.1224,6.614,59.6,0.1417,0.9569,0.2328,1.3,21.5,62.169,78.2
Philadelphia University,0.6408,20.479,46.451,0.3026,0.5827,0.7216,3.8,27.8,81.3165,48.7
The University of the Arts,0.7539,29.299,52.401,0.3185,0.6378,0.6763,8.8,27,81.397,31.1
Cairn University-Langhorne,0.5131,16.082,32.509,0.444,0.6988,0.8416,5.1,27,61.5865,32.6
University of the Sciences,0.5635,23.44,49.327,0.2632,0.7181,0.7424,2.4,27,82.8405,85.8
University of Pittsburgh-Bradford,0.8532,13.246,23.732,0.4526,0.5189,0.7833,4.2,26.8965,71.893,48.2
University of Pittsburgh-Greensburg,0.9311,13.366,23.343,0.52,0.5329,0.7191,4.2,26.8965,71.893,48.2
University of Pittsburgh-Johnstown,0.9038,14.532,23.709,0.3056,0.5501,0.7285,4.2,26.8965,71.893,48.2
University of Pittsburgh-Pittsburgh Campus,0.5613,21.249,30.41,0.1706,0.8044,0.5513,4.2,26.8965,71.893,48.2
Point Park University,0.7393,19.956,36.726,0.4194,0.4978,0.7719,11.2,27,46.028,37.9
Robert Morris University,0.8051,18.335,38.274,0.3466,0.5587,0.7034,4.9,27,63.1785,44.9
Rosemont College,0.5838,21.555,45.067,0.5382,0.4559,0.8416,7.2,28,45.253,45.8
Saint Francis University,0.7606,17.448,42.492,0.224,0.7146,0.6303,4.8,NULL,72.6435,46.9
Saint Joseph's University,0.7873,26.676,52.779,0.1357,0.7851,0.5054,4.4,24.25,109.7015,58.5
Saint Vincent College,0.6875,14.963,41.591,0.2912,0.6998,0.7069,4.7,27,80.131,44.2
University of Scranton,0.7503,23.736,51.962,0.2014,0.8176,0.6741,4,27,93.993,56
Seton Hill University,0.652,18.114,40.497,0.3169,0.6113,0.7153,6.6,27,56.664,35.6
Shippensburg University of Pennsylvania,0.8341,12.84,20.84,0.3021,0.5483,0.7063,5.7,26,75.2755,45.2
Slippery Rock University of Pennsylvania,0.6698,13.037,21.303,0.322,0.6262,0.7326,5.2,25.7195,64.717,39
Saint Charles Borromeo Seminary-Overbrook,0.8571,31.817,36.41,0.1224,0.4286,0.3061,0,NULL,43.198,NULL
Susquehanna University,0.7233,16.757,49.025,0.2248,0.747,0.6926,3.7,25,89.238,50
Swarthmore College,0.1432,12.559,58.481,0.1411,0.9342,0.2616,0,19,89.473,49.4
Talmudical Yeshiva of Philadelphia,0.7273,9.928,17.9,0.2667,0.4571,0,0,NULL,50.694,NULL
Temple University,0.6387,17.074,27.247,0.3352,0.6632,0.6583,5.6,25.799,56.155,46.5
Thiel College,0.655,22.137,39.573,0.458,0.3444,0.847,13.8,28,57.911,37.2
Thomas Jefferson University,NULL,NULL,NULL,0.2306,NULL,0.6208,0.8,12.5,35.601,78
Ursinus College,0.6633,18.92,57.163,0.2155,0.7906,0.6988,2.9,27,89.174,51.5
Valley Forge Christian College,0.6585,20.226,29.736,0.4295,0.4176,0.7085,10.7,27,53.1245,28.5
Villanova University,0.489,19.336,56.265,0.1156,0.9008,0.4356,2,27,112.696,73.7
Washington & Jefferson College,0.3973,20.537,49.507,0.2393,0.7709,0.7481,2.8,27,95.5495,49.9
Waynesburg University,0.7523,14.1,28.822,0.3399,0.5398,0.8301,5.1,27,64.789,44.7
West Chester University of Pennsylvania,0.5156,17.09,24.997,0.2406,0.6864,0.6315,5.2,23.811,82.783,46.5
Westminster College_2,0.7336,17.112,42.474,0.3058,0.7653,0.7551,2.6,27,75.532,44.4
Widener University-Main Campus,0.6726,24.052,50.294,0.2699,0.5601,0.7225,5.8,27.8,60.128,51.7
Wilkes University,0.7598,20.327,42.612,0.3102,0.579,0.7381,5.1,27,71.4795,49.9
Wilson College,0.5267,21.939,39.818,0.3768,0.5732,0.7069,8,27,43.65,32.6
York College Pennsylvania,0.7351,17.791,27.266,0.2422,0.5777,0.6847,4.9,26.903,86.8835,47.9
Brown University,0.0918,6.104,58.14,0.1444,0.9452,0.2317,1.3,16,84.559,59.7
Bryant University,0.7655,26.466,50.858,0.1676,0.8198,0.6148,2.5,27,104.089,61.9
Johnson & Wales University-Providence,0.7602,22.696,40.136,0.3349,0.5783,0.7804,11,27,55.421,35.1
Providence College,0.5979,22.13,56.184,0.1341,0.8504,0.5326,2.3,27,110.798,59.6
Rhode Island College,0.6915,6.372,14.858,0.3896,0.4292,0.5734,6.3,22.3,52.408,39.6
University of Rhode Island,0.7871,12.777,26.262,0.2674,0.6344,0.7029,7.3,23.25,78.1225,48.2
Rhode Island School of Design,0.2731,32.387,59.597,0.1537,0.8732,0.3907,3.3,26.0245,75.194,47.3
Roger Williams University,0.8098,26.419,48.476,0.136,0.6255,0.5586,2.9,27,102.439,47.2
Salve Regina University,0.6706,25.429,48.219,0.2333,0.6403,0.7204,2.7,27,100.931,48.3
Northpoint Bible College,NULL,19.094,23.281,0.4897,0.5106,0.5747,15.2,25,45.987,25
Allen University,NULL,13.567,21.447,0.8914,0.2286,0.8869,31.8,37.676,20.261,19.4
Anderson University_2,0.6502,15.398,35.34,0.3422,0.4138,0.6056,9.6,27,58.7075,32.8
Charleston Southern University,0.6887,14.966,33.245,0.4667,0.3615,0.7398,8.8,28,44.1205,36.1
Benedict College,NULL,17.419,30.534,0.8279,0.2997,0.9232,32.7,43.515,23.066,21.4
Bob Jones University,0.8241,14.383,25.781,0.413,0.6127,0.3931,0.9,19,NULL,NULL
Southern Wesleyan University,0.937,16.298,31.054,0.4863,0.4426,0.6908,9.7,30.575,43.811,41.3
College of Charleston,0.7031,12.343,25.086,0.2257,0.6448,0.4288,6.6,22.341,71.255,39.7
Citadel Military College of South Carolina,0.8041,12.305,24.827,0.2355,0.6885,0.5215,5.7,24.211,83.389,52.5
Claflin University,0.526,16.214,29.849,0.8041,0.437,0.8994,14.4,30,27.154,27.5
Clemson University,0.5787,11.553,27.944,0.1782,0.8253,0.4174,4,22.3885,87.306,49.4
Coker College,0.5326,15.434,32.029,0.5515,0.4322,0.7853,8.7,31.75,34.833,32.8
Columbia International University,0.6258,13.099,28.141,0.4828,0.6522,0.8076,6.5,20.5,46.934,29.6
Columbia College_2,0.6499,15.405,37.599,0.5924,0.4244,0.7994,12,29.527,39.118,31.8
Converse College,0.5201,16.91,39.748,0.4545,0.6194,0.7771,6,27,50.064,33.4
Erskine College,0.6973,15.539,45.198,0.3565,0.5644,0.6173,6.8,27,66.611,36
Francis Marion University,0.5667,11.013,19.965,0.5603,0.4059,0.7148,11,31.251,38.222,32.3
Furman University,0.6397,14.673,55.434,0.146,0.8426,0.3381,2.7,24.7365,93.1395,47.5
Lander University,0.4216,12.024,21.628,0.4914,0.515,0.6743,10,26.78,45.814,33.9
Limestone College,0.5322,20.018,34.658,0.5202,0.3644,0.6825,13.1,29.25,31.4655,36.1
Medical University of South Carolina,NULL,NULL,NULL,0.1324,NULL,0.8824,1.3,3,21.383,73.4
Morris College,NULL,12.727,20.419,0.8867,0.2644,0.9291,32.1,30.175,21.524,23.2
Newberry College,0.5908,18.405,37.837,0.4655,0.4458,0.7514,15,27,53.768,33.3
North Greenville University,0.5791,13.677,28.373,0.3817,0.5464,0.4719,6.9,20.2,53.275,31.2
Presbyterian College,0.66,12.395,45.13,0.2254,0.6759,0.5209,6.2,25,84.599,41.3
University of South Carolina-Aiken,0.5122,9.403,18.466,0.4158,0.4212,0.5839,8.2,26,41.442,37
University of South Carolina-Beaufort,0.7304,11.526,19.354,0.3955,0.2689,0.6089,8.3,24.25,34.946,32.4
University of South Carolina-Columbia,0.606,11.384,23.685,0.2394,0.7268,0.4922,4.7,22.5,63.2825,42.1
Coastal Carolina University,0.7404,12.621,21.601,0.377,0.4584,0.6858,10.6,25,67.0865,36.2
South Carolina State University,0.5079,17.21,25.265,0.7041,0.3568,0.8187,22.6,37,28.809,30.4
University of South Carolina-Upstate,0.6422,11.138,20.848,0.4555,0.405,0.6512,8.9,23.25,41.0025,36.1
Voorhees College,0.5051,15.26,24.486,0.873,0.3303,0.8841,17.8,25,22.252,26.4
Winthrop University,0.7225,13.291,24.595,0.4045,0.5587,0.6564,9.3,27,56.6215,36.1
Wofford College,0.688,23.459,47.856,0.1902,0.8156,0.412,2.6,24,91.037,46.8
Augustana College_2,0.6809,13.098,36.828,0.2281,0.6643,0.6587,3.3,27,76.9935,42.6
Black Hills State University,0.8924,12.177,15.906,0.3475,0.3347,0.5873,8,25.95,45.7825,34.4
Dakota State University,0.8297,11.534,17.201,0.2364,0.4733,0.4321,9.1,24.933,52.416,37.4
Dakota Wesleyan University,0.7023,13.762,31.596,0.4182,0.4221,0.8391,11.7,26.5,42.134,34.1
Mount Marty College,0.7239,28.484,33.103,0.3118,0.5185,0.5203,8.1,28,48.9445,32.3
National American University-Rapid City,NULL,17.07,21.387,0.6962,0.1746,0.7789,21.4,34.486,29.3415,37.8
Northern State University,0.9334,11.807,17.334,0.2255,0.4853,0.4196,11.2,25.6545,48.5915,33.2
Presentation College,0.6608,17.802,26.676,0.4933,0.3415,0.807,10.3,25,39.209,37.1
South Dakota School of Mines and Technology,0.8608,13.988,20.234,0.2523,0.4566,0.5507,5,27.1,57.5055,52.3
South Dakota State University,0.919,12.559,18.547,0.2716,0.5566,0.6074,4.2,25,63.089,40.6
University of Sioux Falls,0.969,16.107,33.909,0.2839,0.4747,0.7345,4.3,25,62.6655,36.9
University of South Dakota,0.8788,12.506,18.843,0.2876,0.5515,0.5899,6.4,24,53.346,39.5
American Baptist College,NULL,23.753,26.086,0.646,0.5,0.7611,0,22.375,18.523,NULL
Austin Peay State University,0.8595,13.975,18.852,0.5384,0.3603,0.5866,13.7,25,30.942,34.7
Baptist Memorial College of Health Sciences,0.463,5.82,19.745,0.4765,0.3878,0.8121,5.9,31.4245,41.376,54.9
Belmont University,0.7987,25.389,41.45,0.1756,0.6796,0.6481,1.9,23.25,83.588,39.1
Bethel University_2,0.5103,17.732,26.864,0.607,0.302,0.7765,10.2,25,37.6405,35.2
Bryan College-Dayton,0.3762,11.521,29.489,0.3395,0.6154,0.4577,6.9,18.75,55.4585,35.5
Carson-Newman University,0.6657,12.299,32.446,0.4113,0.4954,0.6586,10.3,25.5,52.873,35.4
Christian Brothers University,0.4745,5.659,34.413,0.4228,0.5668,0.6516,7.2,27,41.418,45.3
Cumberland University,0.473,14.383,33.402,0.3976,0.3714,0.6097,8.4,22.143,47.713,35
Lipscomb University,0.527,18.017,37.181,0.2854,0.64,0.5766,3.5,22.125,79.148,39
East Tennessee State University,0.8649,13.101,22.485,0.4367,0.4129,0.5122,12.4,20.259,36.276,34
Fisk University,0.3968,19.39,38.893,0.6206,0.5217,0.7098,10.4,27.5,38.568,33.8
Welch College,NULL,15.991,25.413,0.3987,0.4576,0.4937,19.1,24.375,53.999,31.2
Freed-Hardeman University,0.9203,16.669,32.814,0.3423,0.5325,0.6225,8.2,26.95,64.443,37
Johnson University,0.5464,10.816,19.898,0.4878,0.5723,0.601,7.4,22.62,53.9105,29.4
King University,0.6377,13.262,36.533,0.459,0.5165,0.6903,5.5,20.5,52.011,39.7
South College,NULL,28.079,34.415,0.4816,0.2826,0.7293,18.5,31.332,20.445,22.4
Lane College,0.4916,10.773,17.406,0.9246,0.3082,0.9312,12.9,31.478,25.617,25
Le Moyne-Owen College,0.2335,12.004,16.427,0.7616,0.1685,0.8312,19,NULL,17.4375,28.3
Lee University,0.9165,10.964,23.554,0.3926,0.5313,0.5246,11.3,28,54.41,32.4
Lincoln Memorial University,0.6995,7.516,31.241,0.5057,0.5304,0.866,5.3,18.832,31.386,37.5
Martin Methodist College,NULL,14.707,31.701,0.5588,0.4279,0.6213,21.7,22.875,36.5185,29.1
Maryville College,0.7259,11.366,41.481,0.4254,0.5584,0.7045,5.8,27,61.9455,36.5
Memphis College of Art,0.3978,18.893,37.855,0.5694,0.4722,0.7803,16.6,31.5,39.8745,26.7
University of Memphis,0.6841,10.067,20.899,0.471,0.432,0.6224,12.4,26.3935,29.727,37
Victory University,0.9547,19.664,23.179,0.5951,0.0541,0.6499,NULL,40.625,28.788,39
Middle Tennessee State University,0.6996,6.864,17.501,0.4485,0.4565,0.5732,11.6,22.1705,42.98,36.1
Milligan College,0.683,11.813,36.252,0.3567,0.5206,0.6025,2.8,24.1,63.2075,36.4
O'More College of Design,0.5816,20.004,35.632,0.322,0.4286,0.5122,8.3,29.5,55.868,NULL
Rhodes College,0.5764,18.551,50.659,0.1426,0.7832,0.3979,4.2,27,100.407,50.3
Sewanee-The University of the South,0.6027,22.427,46.53,0.1756,0.7805,0.167,4.8,19.5,81.758,38.2
Southern Adventist University,0.3826,14.73,29.085,0.3764,0.5969,0.5863,6.3,26.266,57.374,38.5
Tennessee Wesleyan College,0.713,9.933,28.119,0.4589,0.4444,0.6667,9.5,21,45.7265,35.3
The University of Tennessee-Chattanooga,0.7757,7.539,19.192,0.3527,0.3714,0.6922,8.9,20.5,43.6,36.5
The University of Tennessee-Knoxville,0.7249,9.038,24.746,0.2991,0.6754,0.4396,6,20.3385,55.229,42.3
The University of Tennessee-Martin,0.7668,4.939,16.227,0.4709,0.4645,0.5605,13.1,23.75,41.497,34.8
Tennessee State University,NULL,8.895,16.903,0.6656,0.2956,0.7748,11.5,28.5,33.626,35.8
Tennessee Technological University,0.9316,8.585,19.9,0.3695,0.5064,0.4547,8.7,15.625,45.109,37.7
Tennessee Temple University,0.7843,14.008,23.217,0.7909,0.1897,0.9395,25.4,22.583,52.157,33.3
Trevecca Nazarene University,0.772,15.275,30.82,0.4226,0.4664,0.713,4.3,18.75,58.888,39.5
Tusculum College,0.7225,17.569,32.783,0.5874,0.3391,0.753,11.4,27.911,41.7445,40
Union University,0.7412,18.981,40.415,0.281,0.6364,0.5108,4.1,23.438,53.2005,37.4
Vanderbilt University,0.1274,7.147,59.89,0.1429,0.9252,0.1349,1.3,13.75,74.9995,60.9
Abilene Christian University,0.4894,20.962,39.811,0.2347,0.5637,0.5601,7.5,26.2375,75.8735,40.2
Angelo State University,0.8049,9.941,19.511,0.4264,0.2975,0.5526,13.4,21.594,43.559,38
Arlington Baptist College,NULL,11.277,16.405,0.6395,0.3333,0.8369,11.8,21,43.424,34
The Art Institute of Houston,NULL,25.516,30.536,0.5836,0.39,0.7812,22.8,30.5,35.8075,32.9
Austin College,0.5861,18.089,45.8,0.2842,0.7177,0.7665,2.6,26,83.025,47.6
Baptist Missionary Association Theological Seminary,1,NULL,NULL,0.6545,1,0.2,0,NULL,16.459,NULL
Texas A & M University Health Science Center,NULL,NULL,NULL,0.1748,NULL,0.5534,4.8,19.253,31.154,NULL
Baylor University,0.5747,26.982,51.086,0.22,0.7472,0.4916,4.8,25.281,72.163,49.1
Concordia University-Texas,0.4685,21.046,37.394,0.3924,0.3438,0.7106,6.7,25.5,58.2295,41
Texas A & M University-Corpus Christi,0.9258,13.043,17.782,0.4177,0.4021,0.5459,12.1,22.75,36.327,42.4
Dallas Baptist University,0.423,18.093,32.489,0.3034,0.5518,0.6157,6.9,23.43,48.9055,42.2
Dallas Christian College,0.5516,17.455,24.499,0.4693,0.3023,0.7239,12.9,NULL,42.236,42.2
University of Dallas,0.9011,20.81,47.437,0.2153,0.6602,0.5066,3.5,25.6405,86.001,45.2
East Texas Baptist University,0.7362,16.315,30.172,0.4601,0.3333,0.722,12.5,23.321,52.871,36.7
Texas A & M University-Texarkana,0.3723,7.054,14.147,0.4616,NULL,0.3971,10.4,12.5445,25.193,35.8
Texas A & M University-Commerce,0.6818,8.529,18.487,0.4948,0.4518,0.5986,11,21.228,32.165,37.1
South University-The Art Institute of Dallas,NULL,25.822,31.013,0.5889,0.2656,0.8091,23.1,27.167,44.5535,29.8
Hardin-Simmons University,0.3759,19.338,32.001,0.3379,0.514,0.604,9.1,27,60.884,38.6
Houston Baptist University,0.7318,19.287,36.095,0.4868,0.4388,0.5765,9,25,34.306,43.6
University of Houston-Clear Lake,NULL,NULL,NULL,0.418,NULL,0.4457,10.7,18,29.836,46.9
University of Houston-Downtown,0.9509,9.909,18.879,0.4744,0.1408,0.4419,12.1,21,24.9285,42.8
University of Houston-Victoria,0.5102,7.961,17.508,0.4369,NULL,0.4932,6.7,16.844,28.76,39.3
University of Houston,0.5841,9.996,22.215,0.3879,0.4754,0.4299,7.9,20.426,33.211,48.3
Howard Payne University,0.5382,15.321,32.861,0.4253,0.4196,0.6664,16.3,23.4125,46.72,37.3
Huston-Tillotson University,0.4589,16.378,25.894,0.7025,0.2606,0.8382,28,NULL,28.925,30.5
University of the Incarnate Word,0.9307,17.774,34.487,0.4188,0.4,0.6301,9.2,27,41.999,42.7
Jarvis Christian College,NULL,15.325,22.395,0.9005,0.0902,0.9619,30,34.7735,21.226,25.8
Lamar University,0.7682,14.717,21.142,0.4556,0.346,0.5438,13.5,23.182,31.7815,38.8
Texas A & M International University,0.4785,4.942,15.272,0.5733,0.4298,0.3872,11.1,14.6715,23.6155,45.2
LeTourneau University,0.4066,15.753,37.031,0.4086,0.528,0.7886,6.9,29.25,44.6145,50
Lubbock Christian University,0.9489,17.091,28.493,0.3927,0.4125,0.7878,10.2,24.998,49.495,36.7
University of Mary Hardin-Baylor,0.8468,20.227,35,0.4098,0.4719,0.6876,9.4,26.784,57.382,41.7
McMurry University,0.5924,16.113,34.65,0.4571,0.3794,0.6637,14.1,27,44.039,37.2
Midwestern State University,0.7178,6.501,15.704,0.3738,0.4422,0.5099,7.4,23,42.3835,38.5
University of North Texas,0.5969,3.498,18.593,0.3645,0.4993,0.5602,10,20.75,49.512,42.1
Northwood University-Texas,0.2578,9.589,31.642,0.5229,0.3083,0.8244,9.6,23.4745,49.456,44.6
Our Lady of the Lake University,0.6561,14.789,33.227,0.5714,0.341,0.7795,9.5,25.25,31.5665,39.2
The University of Texas-Pan American,0.6217,1.373,11.601,0.6362,0.393,0.424,12.4,12.9935,21.957,40.5
The University of Texas at Brownsville,NULL,7.254,13.651,0.575,0.2568,0.4499,14.4,17.709,18.013,29.4
Paul Quinn College,0.9858,13.197,21.418,0.7865,0.049,0.8698,22.6,NULL,19.731,29.5
Prairie View A & M University,0.4232,8.179,16.782,0.6541,0.3652,0.7982,24.5,29.052,34.372,33.6
Rice University,0.1674,7.96,52.242,0.1723,0.9111,0.1798,1.3,8.413,71.258,59.9
Saint Edward's University,0.7853,15.743,43.046,0.344,0.6952,0.5887,6,25,54.5315,44.7
University of St Thomas_2,0.7724,17.219,37.271,0.3357,0.5104,0.4209,6.8,25,42.1315,48.8
Sam Houston State University,0.6499,10.918,19.173,0.4338,0.5061,0.6009,10.5,22.224,47.4055,41.4
Schreiner University,0.9262,15.387,33.631,0.4204,0.4084,0.9082,9.7,25.2,39.382,36.7
St Mary's University,0.5823,16.675,35.16,0.5144,0.5504,0.682,8.3,26.685,44.5255,46.3
Southern Methodist University,0.507,19.551,57.947,0.1735,0.7902,0.3247,4,22.5,63.5435,52.2
Southwestern Assemblies of God University,0.3486,19.679,29.652,0.5322,0.3238,0.7516,12.4,26.5,40.33,31.6
Southwestern University,0.5217,16.226,46.789,0.259,0.7008,0.5244,8.4,26.5645,95.16,47.2
Stephen F Austin State University,0.5687,16.941,21.909,0.448,0.4317,0.601,12.9,25,45.665,39.7
Texas State University,0.7508,10.554,19.721,0.3453,0.5737,0.5201,9.4,21.7145,48.876,43.7
Southwestern Adventist University,0.5392,15.756,27.907,0.4579,0.3824,0.6212,12.3,27,38.208,37.9
Sul Ross State University,0.522,9.293,17.254,0.6055,0.2851,0.5858,15.4,16.728,23.682,38
Tarleton State University,0.5682,12.88,17.709,0.4114,0.4336,0.5557,9.1,21.5,42.847,40.4
University of Texas Southwestern Medical Center,NULL,NULL,NULL,0.0606,NULL,0.0909,1.1,NULL,10.023,81.5
The University of Texas Health Science Center at San Antonio,NULL,NULL,NULL,0.2766,NULL,0.5946,3.3,15.755,24.472,71
The University of Texas Medical Branch,NULL,NULL,NULL,0.2589,NULL,0.5547,3.4,15,26.265,68.5
Texas A & M University-Kingsville,0.881,8.891,19.721,0.5427,0.341,0.7603,13.3,20.899,26.8615,39.7
Texas A & M University-College Station,0.6947,4.528,20.819,0.2162,0.7908,0.3511,4.8,19.253,71.288,52.9
The University of Texas at Arlington,0.5998,11.73,21.42,0.4039,0.4041,0.5975,7.3,19.608,36.358,46.4
The University of Texas at Austin,0.4019,9.075,25.176,0.2683,0.7944,0.4008,4.7,22.165,62.086,52.8
The University of Texas at Dallas,0.5857,8.75,22.381,0.354,0.6291,0.5766,7.2,19.5,39.4455,49.5
The University of Texas at El Paso,0.9981,5.878,15.272,0.5802,0.3946,0.4967,9.8,18.25,22.907,39.8
The University of Texas at Tyler,0.8203,7.762,19.366,0.3879,0.4412,0.4778,9.4,18.486,34.405,41.6
Texas Christian University,0.4739,20.022,48.189,0.1447,0.76,0.3421,4.3,22.5,81.8525,49.1
Texas College,NULL,16.128,20.765,1,0.1455,0.9444,24,29.788,19.55,23.3
Texas Lutheran University,0.5087,15.508,35.48,0.3991,0.5151,0.7011,9.7,27.305,68.8165,43.6
The University of Texas of the Permian Basin,0.8401,5.706,14.292,0.2117,0.2688,0.2456,11.5,13.75,29.706,42.4
The University of Texas at San Antonio,0.7327,8.348,18.936,0.4379,0.3,0.5512,11,23.723,38.47,44.1
Texas Southern University,0.4503,18.303,22.311,0.6721,0.1633,0.7412,17.4,33.763,22.626,31.3
Texas Tech University,0.663,10.296,20.9,0.289,0.5904,0.4932,7.6,23.2465,69.477,46.1
Texas Wesleyan University,0.2992,18.527,30.696,0.4849,0.4123,0.8133,8.4,26,36.026,39.5
Texas Woman's University,0.8603,7.343,16.345,0.4923,0.4146,0.6135,6.1,20.923,36.226,44.8
Trinity University,0.6393,15.731,46.274,0.1549,0.8162,0.3828,2.7,21.63,101.0125,53.2
The University of Texas Health Science Center at Houston,NULL,NULL,NULL,0.3535,NULL,0.8028,1.3,18,21.202,77.7
Texas Tech University Health Sciences Center,NULL,NULL,NULL,0.2352,NULL,0.5732,2.2,12.5,47.6065,65
Wayland Baptist University,0.9862,11.885,21.543,0.3224,0.332,0.42,10.8,18.75,36.5545,40.9
West Texas A & M University,0.7403,7.727,17.553,0.3858,0.403,0.512,11,21.5,39.169,40
Wiley College,NULL,13.293,20.096,0.8625,0.22,0.9028,25.3,31.425,22.405,28
Brigham Young University-Provo,0.4942,10.427,17.174,0.3578,0.7797,0.1918,1.3,11,20.347,57.4
Brigham Young University-Hawaii,0.3604,8.412,14.544,0.2985,0.4703,0.2189,6.9,10,22.339,39.4
Southern Utah University,0.5709,12.558,18.042,0.3843,0.526,0.5257,6.7,13.25,30.6605,37.2
Utah State University,0.9674,10.012,16.02,0.3595,0.5109,0.3227,5.7,13.5,29.227,42.4
Utah Valley University,NULL,8.439,14.213,0.4127,0.2375,0.4234,9.1,16.5,27.618,43.5
